Timestamp,Protocol,Src Port,Dst Port,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Memory(% Committed Bytes In Use),Network Interface(Current Bandwidth),PhysicalDisk(% Disk Time),PhysicalDisk(Disk Reads/sec),PhysicalDisk(Disk Writes/sec),PhysicalDisk(Current Disk Queue Length),Processor(% Processor Time),Processor Information(% Processor Performance),Processor Information(% Processor Utility),Processor Information(% Processor Time),Label
2025-04-12 20:22:24,6,53,50164,2.441666748055558e-06,0.0,5.871507920664185e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07749280312470759,2.441666666666667e-06,0.0,2.441666666666667e-06,4.833321773638759e-06,0.0,0.0,0.0,0.0,0.0,2.441666666666667e-06,2.7383177570093458e-06,0.0,2.441666666666667e-06,2.7383177570093458e-06,0.0,0.0,2.443667358224529e-05,0.0,0.006825938567,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,5.871507920664185e-06,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44913332319416327,-2.342702672310029,-0.0547294408689217,-0.14483514877493325,-0.19354847895431762,-0.05480203953278179,-0.1672084855044385,-0.9526070648194382,-0.9655791455619261,-0.17997994829392278,-1
2025-04-12 20:22:24,6,53,50165,8.916666963888898e-07,0.0,5.871507920664185e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08635047226092224,8.916666666666667e-07,0.0,8.916666666666667e-07,3.2833254807132255e-06,0.0,0.0,0.0,0.0,0.0,8.916666666666667e-07,1e-06,0.0,8.916666666666667e-07,1e-06,0.0,0.0,2.443667358224529e-05,0.0,0.01869158879,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,5.871507920664185e-06,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44913332319416327,-2.342702672310029,-0.0547294408689217,-0.14483514877493325,-0.19354847895431762,-0.05480203953278179,-0.1672084855044385,-0.9526070648194382,-0.9655791455619261,-0.17997994829392278,-1
2025-04-12 20:22:24,6,53,50166,2.448333414944447e-05,8.290040897535095e-05,5.871507920664185e-06,6.284722222222222e-06,0.0,0.12296195652173912,0.0,0.04098731883831522,0.10284334102413244,0.0,0.0,0.0,0.0,0.08341073618198247,0.06528175986450849,6.120833333333333e-06,1.6127593773584906e-05,2.3191666666666667e-05,2.391660946610903e-06,2.4483333333333333e-05,1.2241666666666667e-05,2.449858163915094e-05,2.4483333333333333e-05,0.0,1.2916666666666667e-06,1.4485981308411215e-06,0.0,1.2916666666666667e-06,1.4485981308411215e-06,0.0,0.00010737601649295614,2.443667358224529e-05,0.001021102791,0.0006807351939999999,0.0,0.12296195652173912,0.020493659422554347,0.09096398535590212,0.008274446632206013,0.0,0.0,0.0,0.0,0.25,0.0,0.016394927536231885,0.04098731883831522,0.0,8.290040897535095e-05,6.27897565138128e-06,5.871507920664185e-06,0.0,1.52587890625e-05,4.5411198401525815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44913332319416327,-2.342702672310029,-0.0547294408689217,-0.14483514877493325,-0.19354847895431762,-0.05480203953278179,-0.1672084855044385,-0.9526070648194382,-0.9655791455619261,-0.17997994829392278,-1
2025-04-12 20:22:24,6,50164,53,0.0004857083495236116,0.00011053387863380126,2.348603168265674e-05,1.3541666666666665e-06,8.113207547169812e-07,0.025135869565217392,0.0,0.006623641304347826,0.017902659434507764,0.11684782608695651,0.0,0.0233695652173913,0.07512593337863173,0.061976748568707274,0.04422948888696738,6.0713541666666666e-05,0.00018249417818396227,0.000374225,3.2416589136990984e-06,0.0004130416666666667,0.00013768055558333332,0.0003335983758254717,0.00040989166666666665,8.5e-07,0.00048238333333333334,0.00013524766355140188,0.0002483409053444181,0.00037870833333333333,6.009345794392524e-06,0.0,0.0001431680219906082,7.57536881049604e-05,6.862829201e-05,8.578536501999999e-05,0.0,0.11684782608695651,0.014334239130434783,0.06680490645903459,0.0044628955269343205,0.0,1.0,0.0,0.0,0.0,0.01282051282051282,0.010617954909420291,0.006623641304347826,0.0233695652173913,0.00011053387863380126,1.3529284552699998e-06,2.348603168265674e-05,8.109577975487612e-07,0.003509521484375,9.082239680305163e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44913332319416327,-2.342702672310029,-0.0547294408689217,-0.14483514877493325,-0.19354847895431762,-0.05480203953278179,-0.1672084855044385,-0.9526070648194382,-0.9655791455619261,-0.17997994829392278,-1
2025-04-12 20:22:24,6,50165,53,0.0005077000169233339,0.00011053387863380126,2.348603168265674e-05,1.3541666666666665e-06,6.981132075471698e-07,0.025135869565217392,0.0,0.006623641304347826,0.017902659434507764,0.10054347826086957,0.0,0.020108695652173915,0.06464324499294978,0.060728958502612576,0.043842635077596406,6.34625e-05,0.00015250189705188677,0.00025528333333333335,2.391660946610903e-06,0.00025103333333333333,8.367777775e-05,0.00020085198891509434,0.00024756666666666665,7.416666666666667e-07,0.0005035416666666667,0.0001411799065420561,0.00018807258919239904,0.00025528333333333335,0.0,0.0,0.0001431680219906082,7.57536881049604e-05,6.565557087999999e-05,8.206946359e-05,0.0,0.10054347826086957,0.012703804347826086,0.057711121851552284,0.003330573585014313,0.0,1.0,0.0,0.0,0.0,0.01282051282051282,0.00941022544384058,0.006623641304347826,0.020108695652173915,0.00011053387863380126,1.3529284552699998e-06,2.348603168265674e-05,6.978008955652131e-07,0.003509521484375,9.082239680305163e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44913332319416327,-2.342702672310029,-0.0547294408689217,-0.14483514877493325,-0.19354847895431762,-0.05480203953278179,-0.1672084855044385,-0.9526070648194382,-0.9655791455619261,-0.17997994829392278,-1
2025-04-12 20:22:24,6,50166,53,0.0006153250205108339,0.00011053387863380126,5.871507920664185e-06,1.3541666666666665e-06,0.0,0.025135869565217392,0.0,0.006623641304347826,0.017902659434507764,0.0,0.0,0.0,0.0,0.04743107971096185,0.03863453102959626,0.000123065,0.0002390710963443396,0.00034765833333333336,2.949992944600208e-06,0.00026606666666666666,8.868888891666668e-05,0.0002132680579009434,0.0002627083333333333,5.583333333333333e-07,0.00034765833333333336,0.00038989719626168225,0.0,0.00034765833333333336,0.00038989719626168225,0.0,0.0001431680219906082,3.909867773159246e-05,5.4171914569999994e-05,2.708595729e-05,0.0,0.025135869565217392,0.003784937887907609,0.01708504572843164,0.00029189878751233173,0.0,1.0,0.0,0.0,0.0,0.0,0.002943840579710145,0.006623641304347826,0.0,0.00011053387863380126,1.3529284552699998e-06,5.871507920664185e-06,0.0,0.4455718994140625,9.082239680305163e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44913332319416327,-2.342702672310029,-0.0547294408689217,-0.14483514877493325,-0.19354847895431762,-0.05480203953278179,-0.1672084855044385,-0.9526070648194382,-0.9655791455619261,-0.17997994829392278,-1
2025-04-12 20:22:33,0,0,0,0.6714506890483563,5.526693931690063e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001761165392136873,0.3358333333333333,0.001120680862971698,0.33666666666666667,0.33500159045452954,0.335,0.335,0.0,0.335,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4821877999999996e-08,1.2410938999999998e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.526693931690063e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3358333333333333,0.001226241770064516,0.33666666666666667,0.335,0.4274267466877166,-0.8414245915749882,-0.05566203352538795,-0.14483514877493325,-0.1839037022466931,-0.05480203953278179,-0.7608025023216581,-1.2897528009755683,-1.116575899849628,-0.7612003850636535,-1
2025-04-12 20:22:33,6,443,50005,0.7736636091221203,0.00044213551453520505,4.697206336531348e-05,9.770833333333333e-05,2.8122641509433963e-05,0.27309782608695654,0.0,0.11948029891304347,0.2026977539872568,0.9442934782608695,0.0,0.4500301932065217,0.6854529846024501,0.03448371847842692,0.0019515589542751374,0.03223598264166667,0.1320754716981132,0.33416666666666667,2.391660946610903e-06,0.7716666666666667,0.051462963333333334,0.16273584905660377,0.33416666666666667,0.0,0.705,0.09906542056074767,0.33847980997624705,0.675,0.00045877570093457945,1.0,0.0006585729011567977,0.00013928903941879816,1.72340196e-07,9.694136e-08,0.0,0.9442934782608695,0.23980978260869565,0.6002047994109331,0.3602458011495977,0.0,0.0,0.0,0.5,0.25,0.0,0.16626811594202898,0.11948029891304347,0.4500301932065217,0.00044213551453520505,9.761899161871229e-05,4.697206336531348e-05,2.8110060401079734e-05,0.00384521484375,0.0003178783888106807,0.0018384646017699116,2.8973400734463278e-05,0.0018513008849557523,0.001825628318584071,0.33416666666666667,0.0012508855818064515,0.33416666666666667,0.3333333333333333,0.4274267466877166,-0.8414245915749882,-0.05566203352538795,-0.14483514877493325,-0.1839037022466931,-0.05480203953278179,-0.7608025023216581,-1.2897528009755683,-1.116575899849628,-0.7612003850636535,-1
2025-04-12 20:22:35,6,50145,443,0.6310864377028812,2.7633469658450315e-05,1.7614523761992556e-05,3.472222222222222e-08,4.716981132075472e-09,0.0006793478260869565,0.0006793478260869565,0.0006793478260869565,0.0,0.0006793478260869565,0.0,0.00016983695652173913,0.0004883334124970628,0.00019714748671042807,0.00041688625161261984,0.1575,0.2653301886792453,0.375,0.0010550974765585353,0.0,0.0,0.0,0.0,0.0,0.6308333333333334,0.23551401869158878,0.27197149643705465,0.37583333333333335,0.0018838971962616823,0.0,3.579200549765205e-05,6.353535131383776e-05,1.3204742e-08,5.2818968e-08,0.0,0.0006793478260869565,0.00033967391304347825,0.0006742596296842603,4.5462604734475654e-07,0.0,0.0,0.0,0.0,0.25,0.05128205128205128,0.0002717391304347826,0.0006793478260869565,0.00016983695652173913,2.7633469658450315e-05,3.4690473212051274e-08,1.7614523761992556e-05,4.71487091598117e-09,1.52587890625e-05,4.5411198401525815e-05,0.0014508938053097347,0.0007515706144067797,0.0017838672566371683,0.001117920353982301,0.31416666666666665,0.1329032258064516,0.375,0.25333333333333335,0.4270606736021422,-0.8414245915749882,-0.053537763373389266,-0.14483514877493325,-0.18885499206271428,-0.05480203953278179,-0.5825470954898692,-1.2867326495353435,-1.1144903670093205,-0.5828146634316821,-1
2025-04-12 20:22:36,6,50143,443,0.6815898393863279,2.7633469658450315e-05,1.7614523761992556e-05,3.472222222222222e-08,4.716981132075472e-09,0.0006793478260869565,0.0006793478260869565,0.0006793478260869565,0.0,0.0006793478260869565,0.0,0.00016983695652173913,0.0004883334124970628,0.00018271454254903066,0.00037643696558173703,0.17,0.2794811320754717,0.375,0.0010461724979041092,0.0,0.0,0.0,0.0,0.0,0.6816666666666666,0.25514018691588786,0.2838479809976247,0.37583333333333335,0.0015251214953271028,0.0,3.579200549765205e-05,6.353535131383776e-05,1.2226317e-08,4.8905268999999997e-08,0.0,0.0006793478260869565,0.00033967391304347825,0.0006742596296842603,4.5462604734475654e-07,0.0,0.0,0.0,0.0,0.25,0.05128205128205128,0.0002717391304347826,0.0006793478260869565,0.00016983695652173913,2.7633469658450315e-05,3.4690473212051274e-08,1.7614523761992556e-05,4.71487091598117e-09,1.52587890625e-05,4.5411198401525815e-05,0.0012762920353982302,0.0003788614214689266,0.001444141592920354,0.0011084424778761064,0.34,0.07754815434838709,0.375,0.3041666666666667,0.4125089052693936,-0.8414245915749882,-0.05580933482988387,-0.14483514877493325,-0.19816378994450018,-0.05480203953278179,-0.22664968147615766,-1.05336460782798,-0.9880312736232857,-0.22665706824749707,-1
